index,"artist","album","genre","type","cover_name",cover_idx
1089,"The Doors","The Very Best of The Doors MPEG","Rock","download","Doors_VeryBestOfDoors.jpg",1043
1090,"The Doors","The Doors","Rock","Download","Doors_TheDoors.jpg",1044
1091,"David Bromberg Band","Midnight On the Water David Bromberg Band","Rock","Download","Midnight On the Water David Bromberg Band.jpg",2125
1092,"The Georgia Satellites","Georgia Satellites","Rock","Download","Georgia Satellites.jpg",2126
1093,"David Allan Coe","The Essential David Allan Coe","Rock","CD","DavidAllenCoe_TheEssential.jpg",1840
1094,"David Allan Coe","20 All-Time Greatest Hits","Rock","Download","DavidAllanCoe 20 All-Time Greatest Hits.jpg",1839
1095,"The Traveling Wilburys","Traveling Wilburys Collection [Disc 1]","Rock","CD","TravelingWilburys_BonusTracks.jpg",1548
1096,"The Traveling Wilburys","The Traveling Wilburys, Vol. 1","Rock","CD","travelingWilburys_vol1.jpg",1547
1097,"The Traveling Wilburys","Traveling Wilburys Collection [Disc 3]","Rock","CD","TravelingWilburys_BonusTracks.jpg",1549
1098,"Neil Sedaka","Love Songs_ Neil Sedaka","Pop","Download","Love Songs_ Neil Sedaka.jpg",2127
1099,"James Brown","The 50th Anniversary Collection [Disc 2]","R&B","CD","JameBrown_50thAnniverary.jpg",1770
1100,"James Brown","The 50th Anniversary Collection [Disc 1]","R&B","CD","JameBrown_50thAnniverary.jpg",1769
1101,"Robert Plant & Alison Krauss","Raising Sand","Country","Download","Robert_Plant_and_Alison_Krauss_Raising_Sand.png",1555
1102,"Dave Mason","Split Coconut","Rock","Download","DaveMason_spilt-cocnut.jpg",1519
1103,"Dave Mason","Dave Mason The Definitive Collection","Rock","CD","DaveMason_DefintiveCollection.jpeg",938
1104,"Dave Mason","Alone Together","Rock","Tape","DaveMason_AloneTogether.jpg",1521
1105,"Dave Mason","Long Lost Friend - The Best of Dave Mason","Rock","Download","Long Lost Friend - The Best of Dave Mason.jpg",1522
1106,"John Lennon","Rock 'N' Roll","Rock","Vinyl","JohnLennon_RockNRoll.jpg",1276
1107,"John Lennon","Mind Games","Rock","CD","JohnLennon_Mind Games.jpg",1279
1108,"John Lennon","Working Class Hero The Definitive Lennon","Rock","Download","Working Class Hero The Definitive Lennon.jpg",1280
1109,"John Lennon","Lennon Legend The Very Best of John Lennon","Rock","CD","JohnLennon_Legend of Lennon.jpg",1277
1110,"John Lennon","Imagine","Rock","Vinyl","JohnLennon_Imagine_lennon.jpg",1278
1111,"Marty Robbins","Marty Robbins' All-Time Greatest Hits","Country","Download","Marty Robbins' All-Time Greatest Hits.jpg",1426
1112,"Marty Robbins","The Essential Marty Robbins (1951-1982)","Country","Download","The Essential Marty Robbins (1951-1982).jpg",1427
1113,"Marty Robbins","Marty Robbins_ More Greatest Hits","Country","Download","Marty Robbins_ More Greatest Hits.jpg",1428
1114,"Marty Robbins","Gunfighter Ballads And Trail Songs","Country","Download","Gunfighter Ballads And Trail Songs.jpg",1429
1115,"James Gang","James Gang_ Greatest Hits","Rock","Download","JamesGangGreatestHits.jpg",1793
1116,"James Gang","16 Greatest Hits","Rock","Vinyl","JamesGang_Funk300.jpg",1794
1117,"Joe Henderson","The Elements","Jazz","Download","Joe Henderson The Elements.jpg",1620
1118,"Billy Joel","52nd Street","Rock","Vinyl","Billy Joel 52nd Street.jpg",1875
1119,"Woody Guthrie","Dust Bowl Ballads Sung by Woody Guthrie","rock","download","Dust Bowl Ballads Sung by Woody Guthrie.jpg",2114
1120,"Pete Segear Arlo Guthrie","Together In Concert","Rock","download","PeteSeeger&ArloGuthrie .jpg",1755
1121,"Johnny Winter","Roots","Blues","CD","JohnnyWinterRoots.jpg",1150
1122,"Johnny Winter","Step Back","Blues","CD","JohnnyWinterStepBack.jpg",1149
1123,"Johnny Winter","The Best of Johnny Winter","Blues","CD","JohnnyWinter_BestOfJohnnyWinter.jpg",1148
1124,"Johnny Winter","Still Alive and Well","Blues","CD","Johnny_Winter_Still_Alive_and_Well_Coverart.jpg",1147
1125,"Johnny Winter","I'm a Bluesman","Blues","CD","Johnny_Winter-Im_a_Bluesman.jpg",1146
1126,"Johnny Winter","The Progressive Blues Experiment","Blues","CD","Johnnywinter_ProgressiveBluesExperiment.jpg",1145
1127,"Johnny Winter","2nd Winter","Blues","Vinyl","JohnnyWinter_2nd Winter.jpg",1144
1128,"The Shadows","The Platinum Collection","Rock","Download","Shadows The Platinum Collection.jpg",1853
1129,"The Shadows","The Final Tour (Live)","Rock","Download","Shadows The Final Tour (Live).jpg",1854
1130,"The Handsome Family","Down to the Promised Land - Five Years of Bloodshot Records","Country","Download","HandsomeFamily Down to the Promised Land - Five Years of Bloodshot Records.jpg",1378
1131,"The Handsome Family","In the Air","Country","Download","HandsomeFamily In the Air.jpg",1379
1132,"The Handsome Family","Scattered","Country","Download","HandsomeFamily Scattered.jpg",1380
1133,"The Handsome Family","Singing Bones","Country","Download","HandsomeFamily Singing Bones.jpg",1381
1134,"B.B. King","Live At The Regal","Blues","CD","BBKing_LiveAtRegal.jpg",1734
1135,"B.B. King","Live In Cook County Jail","Blues","CD","BBKing Cook County Jail.jpg",1735
1136,"Teddy Pendergrass","The Essential Teddy Pendergrass [Disc 1]","R&B","CD","The Essential Teddy Pendergrass.jpg",1784
1137,"Teddy Pendergrass","The Essential Teddy Pendergrass [Disc 2]","R&B","CD","The Essential Teddy Pendergrass.jpg",1785
1138,"Janis Joplin","Super Hits Janis Joplin","Rock","CD","JanisJoplin_supeHit_Joplin.jpg",1826
1139,"Janis Joplin","Pearl","Rock","Download","JanisJoplin Pearl.jpg",1827
1140,"Less McCann and Eddie Harris","Swiss Movement","Jazz","Vinyl","LesMcCannEddieHarris_Swiss Movement.jpg",1866
1141,"Seals & Crofts","Greatest Hits","Rock","Download","TomPetty Greatest Hits.jpg",1303
1142,"Charlie Rich","Every Time You Touch Me","Country","Vinyl","Charlie Rich.bmp",1749
1143,"Charlie Rich","Best of Charlie Rich","Country","Vinyl","CharlieRich_Best Of Charlie Rich.bmp",1750
1144,"The Police","The Police (Remastered)","Rock","Download","The Police (Remastered).jpg",1803
1145,"The Police","Every Breath You Take_ The Classics","Rock","CD","ThePolice_TheClassics.jpg",1802
1146,"Lulu","To Sir With Love","rock","download","Lulu To Sir With Love.jpg",1911
1147,"The Kingsmen","The Best of the Kingsmen","Rock","Download","Kingsmen.jpg",1680
1148,"The Kingsmen","Louie Louie_ The Very Best of The Kingsmen","Rock","Download","Kingsmen.jpg",1681
1149,"Steve Goodman","Jessies Jig-Words We Can Dance To","Folk","Download","Steve Goodman Jessie.jpg",1729
1150,"Steve Goodman","Steve Goodman","Folk","Download","Steve Goodman.jpg",1728
1151,"Procol Harum","Greatest Hits Procol Harum","Rock","CD","procolHarum_Greatest_Hits.jpg",1606
1152,"Procol Harum","Live At the Union Chapel","Rock","Download","Procol Harum Live At the Union Chapel.jpg",1609
1153,"Procol Harum","Procol Harum Greatest Hits","Rock","Download","procolHarum_Greatest_Hits.jpg",1608
1154,"Alfred Hause And His Vienna Waltz Country Ballroom Orchestra","The Blue Danube Waltz","Classical","Download","The Blue Danube Waltz.jpg",2128
1155,"Branford Marsalis Trio","The Dark Keys","rock","download","BranfordMarsalisTrio The Dark Keys.jpg",1516
1156,"John Mayall","Drivin' On_ The ABC Years (1975-1982) Disc 2","Blues","CD","Mayall_ABC_DrivinYears.jpg",1201
1157,"John Mayall","Find A Way To Care","Blues","CD","JohnMayall_Find_A_Way_To_Care.jpeg",1202
1158,"John Mayall","Back to the Roots Disc 2","Blues","CD","JohnMayall Back to the Roots.jpg",1203
1159,"John Mayall","Drivin' On_ The ABC Years (1975-1982) Disc 1","Blues","CD","Mayall_ABC_DrivinYears.jpg",1200
1160,"John Mayall","The Turning Point","Blues","download","JohnMayall The Turning Point.jpg",1205
1161,"John Mayall","Back to the Roots Disc 1","Blues","CD","JohnMayall Back to the Roots.jpg",1204
1162,"Billy J. Kramer","Back to the 60's, Vol. 1_ 18 Flashback Memories (Re-Recorded Versions)","Pop","Download","Back to the 60's, Vol. 1_ 18 Flashback Memories (Re-Recorded Versions).jpg",933
1163,"Pete Townshend & Ronnie Lane","Rough Mix","Rock","Vinyl","PeteTownsend_Rough Mix.jpg",2129
1164,"Charlie Parker","'Round Midnight","Jazz","CD","CharlieParker_Round_Midnight.jpg",1628
1165,"Don McLean","Rearview Mirror","Rock","Download","DonMcLean Rearview Mirror.jpg",1676
1166,"Don McLean","American Pie","Rock","Download","DonMcLean American Pie.jpg",1677
1167,"Fleetwood Mac","Rumours","Rock","Vinyl","FleetwoodMac_Rumours.jpg",1111
1168,"Fleetwood Mac","Fleetwood Mac's Greatest Hits","Rock","CD","Fleetwood_Mac_Greatest_Hits.jpg",1112
1169,"Fleetwood Mac","Say You Will","Rock","CD","Fleetwood_Mac_Say_You_Will.jpg",1113
1170,"Fleetwood Mac","Peter Green's Fleetwood Mac (Remastered)","Rock","Download","Peter Green's Fleetwood Mac (Remastered).jpg",1120
1171,"Fleetwood Mac","Future Games","Rock","CD","Future Games.jpg",1116
1172,"Fleetwood Mac","Fleetwood Mac Hits","Rock","Download","Fleetwood Mac's Greatest Hits.jpg",1115
1173,"Fleetwood Mac","The Vaudeville Years of Fleetwood Mac - 1968-1970","Rock","Download","The Vaudeville Years of Fleetwood Mac - 1968-1970.jpg",1114
1174,"Judy Collins & Ari Hest","Silver Skies Blue","rock","download","JudyCollins Silver Skies Blue.jpg",1217
1175,"The Mamas & The Papas","The Mamas & The Papas Greatest Hits","Folk","Download","mamas and papas greatest hits.jpeg",2130
1176,"Three Dog Night","Best Of Three Dog Night","Rock","Vinyl","ThreeDogNight_The_Bestof3DogNight.jpg",1906
1177,"The Beach Boys","The Beach Boys 20 Golden Greats","Rock","Vinyl","Beach Boys 20 Greatest.jpg",1696
1178,"The Beach Boys","The Beach Boys 15 Big Ones","Rock","CD","Beach Boys 15 Big Ones.jpg",1697
1179,"Chick Corea","Light As a Feather","Jazz","download","ChickCorea Light As a Feather.jpg",1742
1180,"Chick Corea","Expressions","Jazz","CD","Chick_Corea_Expressions.jpg",1741
1181,"Mark Lanegan","Imitations","Folk","CD","MarkLanegan_Imatations.jpg",1797
1182,"Mark Lanegan","More Oar_ A Tribute to the Skip Spence Album","Folk","Download","MarkLanegan More Oar_ A Tribute to the Skip Spence Album.jpg",1798
1183,"Walela","Walela","Folk","CD","Walela.jpg",2131
1184,"Frank Sinatra","The Reprise Collection [Disc 3]","Pop","CD","FrankSinatra_THE_REPRISE_COLLECTION.jpg",1371
1185,"Frank Sinatra","Reprise Collection [Disc 4]","Pop","CD","FrankSinatra_THE_REPRISE_COLLECTION.jpg",1372
1186,"Frank Sinatra","The Reprise Collection [Disc 1]","Pop","CD","FrankSinatra_THE_REPRISE_COLLECTION.jpg",1369
1187,"Frank Sinatra","The Reprise Collection [Disc 2]","Pop","CD","FrankSinatra_THE_REPRISE_COLLECTION.jpg",1370
1188,"The Box Tops","Tear Off!","Pop","Download","BoxTops Tear Off!.jpg",1708
1189,"The Box Tops","The Letter _ Neon Rainbow","Pop","Download","BoxTops The Letter _ Neon Rainbow.jpg",1709
1190,"Genesis","Genesis","Rock","CD","Genesis.jpg",2132
1191,"Stray Cats","Built For Speed","Rock","CD","StrayCats_Built_For_Speed_cover.jpg",2115
1192,"Lester Young With The Oscar Peterson Trio","Lester Young With The Oscar Peterson Trio","Jazz","download","LesterYoung_WithOscar.jpg",1861
1193,"Ottmar Liebert_Luna Negra","Euphoria","New Age","CD","Euphoria.jpg",1565
1194,"John Coltrane & Johnny Hartman","John Coltrane & Johnny Hartman","Jazz","Vinyl","John_Coltrane_and_Johnny_Hartman.jpg",971
1195,"Little River Band","Rearranged","Rock","Download","Rearranged.jpg",2133
1196,"Jaco Pastorius","The Birthday Concert","Jazz","Download","Jaco_BirthdayConcert.jpg",1828
1197,"Jaco Pastorius","JACO Original Soundtrack","Jazz","Download","JACO Original Soundtrack.jpg",1829
1198,"Isaac Hayes","Isaac Hayes Greatest Hit Singles","R&B","CD","IsaacHayes_greatest_singles.jpg",1575
1199,"Tower of Power","The Very Best of Tower of Power_ The Warner Years","R&B","CD","TowerOfPower The Very Best of Tower of Power_ The Warner Years.jpg",1396
1200,"Tower of Power","Back to Oakland","R&B","CD","TowerOfPower Back to Oakland.jpg",1397
1201,"Tower of Power","Monster on a Leash","R&B","CD","TowerOfPower Monster on a Leash.jpg",1398
1202,"Tower of Power","Great American Soulbook","R&B","CD","TowerOfPower_GreatAmericanSoulBook.jpg",1395
1203,"Neko Case","Furnace Room Lullaby","Rock","CD","Furnace Room Lullaby.jpg",2134
1204,"Neko Case","Middle Cyclone","Rock","CD","Middle Cyclone.jpg",2135
1205,"Neko Case","Blacklisted","Rock","CD","Blacklisted.jpg",2136
1206,"Alice Cooper","Alice Cooper's Greatest Hits","Rock","Download","Alice Cooper's Greatest Hits.jpg",1805
1207,"Alice Cooper","The Last Temptation","Rock","CD","aliceCooper The Last Temptation.jpg",1804
1208,"Hair","Hair","Rock","Vinyl","hair_music.jpg",1910
1209,"Thelonious Monk","Criss Cross","Jazz","Vinyl","Monk_Criss Cross.jpg",1899
1210,"Dixie Chicks","Taking The Long Way","Country","CD","DixieChicks_Taking The Long Way.jpg",2137
1211,"Faces","Ooh La La","Rock","Download","Ooh La La.jpg",2068
1212,"Aretha Franklin","Greatest Hits (1980-1994)","R&B","CD","Greatest Hits (1980-1994).jpg",2138
1213,"Poco","Ultimate Collection","Rock","CD","Poco.jpg",1934
1214,"Billy Lee Riley","Red Hot","RockaBilly","Download","Red Hot.jpg",2139
1215,"Roberta Flack","Killing Me Softly","R&B","Download","RobertaFlack Killing Me Softly.jpg",1748
1216,"Roberta Flack","First Take","R&B","download","RobertaFlack_FirstTake.jpg",1747
1217,"Tim OBrien","Songs from the Mountain","rock","CD","Songs from the Mountain.jpg",2116
1218,"Tim OBrien","Cornbread Nation","rock","CD","Cornbread Nation.jpg",2117
1219,"Queen","Classic Queen","Rock","Download","Queen Classic Queen.jpg",1335
1220,"Queen","News Of The World","Rock","CD","Queen_NewsOfWorld.jpg",1333
1221,"Queen","Queen_ Greatest Hits","Rock","Download","Queen_ Greatest Hits.jpg",1336
1222,"Queen","Live At Wembley Stadium [Disc 1]","Rock","download","Queen_At_Wimberly.jpg",1332
1223,"Queen","Live At Wembley Stadium [Disc 2]","Rock","download","Queen_At_Wimberly.jpg",1337
1224,"Bill Monroe","Live 1964","Country","CD","Bill Monroe1964.jpeg",1889
1225,"Blues Image","Rhino Hi-Five_ Blues Image - EP","Rock","Download","Rhino Hi-Five_ Blues Image - EP.jpg",2140
1226,"London Philharmonic Orchestra","Dvorak Symphony 9 E Minor","rock","download","Dvorak Symphony 9 E Minor.jpg",2118
1227,"Emmylou Harris","Red Dirt Girl","Country","CD","EmmylouHarrisRedDirtGirl.jpg",1157
1228,"Emmylou Harris","Light of the Stable","Country","CD","EmmylouHarrisLightoftheStable3.jpg",1158
1229,"Emmylou Harris","Elite Hotel","Country","Vinyl","EmmylouHarris_Elite Hotel.gif",1159
1230,"Emmylou Harris","All I Intended To Be","Country","CD","EmmylouHarris_All I Intended To Be.jpg",1161
1231,"Emmylou Harris","Wrecking Ball","Country","CD","EmmylouHarris_WreckingBall.jpg",1162
1232,"Emmylou Harris","Heartaches & Highways_ The Very Best of Emmylou Harris","Country","CD","EmmylouHarris_Heartaches & Highways The Very Best of Emmylou Harris.jpg",1160
1233,"Emmylou Harris","Hard Bargain","Country","CD","Emmylou_Hard Bargain.jpg",1163
1234,"Citizen Cope","Every Waking Moment","Rock","CD","CitizenCope_Every Waking Moment.jpg",1929
1235,"Reflejo de Luna","The Tango Club Night, Vol. 2","Latino","Download","The Tango Club Night, Vol. 2.jpg",2141
1236,"Dave Brubeck Quartet","Take Five","Jazz","Vinyl","DaveBrubeck_Take5.jpg",1743
1237,"Dave Brubeck Quartet","Back Home","Jazz","Vinyl","Brubeck_back home.jpg",1744
1238,"The Kinks","Lola Versus Powerman And The Moneygoround, Part One","Rock","Download","Kinks Lola Versus Powerman And The Moneygoround, Part One.jpg",1316
1239,"The Kinks","Pirate Radio (Motion Picture Soundtrack) [Deluxe Version]","Rock","Download","Kinks Pirate Radio (Motion Picture Soundtrack) [Deluxe Version].jpg",1317
1240,"The Kinks","The Anthology 1964 - 1971 (2014 Remastered Version)","Rock","Download","Kinks The Anthology 1964 - 1971 (2014 Remastered Version).jpg",1318
1241,"The Kinks","Kinks-Size","Rock","Download","Kinks-size.jpg",1315
1242,"The Kinks","Kinks","Rock","Vinyl","Kinks.jpg",1319
1243,"Edith Piaf","Non, je ne regrette rien","French Pop","Vinyl","EdithPiath_Non_je_regrette.jp",1500
1244,"Edith Piaf","But Not Forgotten Edith Piaf","French Pop","download","Edith Piaf.bmp",1499
1245,"Edith Piaf","The Voice Of The Sparrow_ The Very Best Of Édith Piaf","French Pop","CD","The Voice Of The Sparrow_ The Very Best Of Édith Piaf.jpg",1502
1246,"Edith Piaf","je ne regrette rien","French Pop","download","EdithPiath_Non_je_regrette.jp",1501
1247,"The B-52's","Wild Planet","Rock","CD","Wild Planet.jpg",1878
1248,"Infamous Stringdusters","Fork in the Road","BlueGrass","Download","Fork in the Road.jpg",2119
1249,"Herb Albert","Going Places","rock","download","HerbAlpertGoingPlaces.jpg",2142
1250,"The Turtles","Save The Turtles_ The Turtles Greatest Hits","Rock","CD","Save The Turtles_  The Turtles Greatest Hits.jpg",2143
1251,"Bob Marley","Legend (Remastered)","Reggae","Download","BobMarley Legend (Remastered).jpg",1918
1252,"Del Shannon","Little Town Flirt","Pop","Download","DelShannon Little Town Flirt.jpg",1879
1253,"Manfred Mann","Groovin' with Manfred Mann - EP","Pop","Download","Groovin' with Manfred Mann - EP.jpg",2144
1254,"Stanley Turrentine","Blue Note Stanley Turrentine Quintet_Sextet Studio Sessions","Jazz","Download","Blue Note Stanley Turrentine Quintet_Sextet Studio Sessions.jpg",2147
1255,"Dick Dale & His Del-Tones","Surfers' Choice","Rock","Download","Surfers' Choice.jpg",2148
1256,"Brecker Brothers","Back To Back","Jazz","Vinyl","Brecker Bros Back To Back.jpg",1537
1257,"Brecker Brothers","The Brecker Brothers","Jazz","Vinyl","BreckerBrothers.jpg",1538
1258,"Brecker Brothers","Dont Stop The Music","Jazz","Vinyl","BreckerBrothers_Dont Stop The Music.jpeg",1539
1259,"Yo-Yo Ma","Songs of Joy & Peace","Pop","Download","Songs of Joy & Peace.jpg",2149
1260,"Mason Williams","Music - 1968-1971","Rock","Download","Masonwilliams.jpg",2150
1261,"The Diamonds","The Best of the Diamonds_ The Mercury Years","Rock","Download","The Best of the Diamonds_ The Mercury Years.jpg",2151
1262,"Death Cab for Cutie","Underneath the Sycamore - Single","Pop","Download","Death_Cab_for_Cutie.jpg",2152
1263,"Ottmar Liebert","Surrender 2 Love_ The Best of Ottmar Liebert, Vol. 2","New Age","CD","Surrender 2 Love_ The Best of Ottmar Liebert, Vol. 2.jpg",1563
1264,"Ottmar Liebert","Leaning into the Night","New Age","CD","OttmarLiebert_Leaning into the Night.jpg",1566
1265,"Ottmar Liebert","Solo Para Ti","New Age","CD","OttmarLiebert_Solo Para Ti.jpg",1564
1266,"Sir Douglas Quintet","The Best Of Sir Douglas Quintet","TexMex","CD","The Best Of Sir Douglas Quintet.jpg",1589
1267,"Sir Douglas Quintet","The Great Sir Douglas Quintet Live","TexMex","Download","The Great Sir Douglas Quintet Live.jpg",1588
1268,"Sir Douglas Quintet","Mendocino","TexMex","download","Sir Douglas Mendocino.jpg",1587
1269,"Peter, Paul & Mary","The Very Best of Peter, Paul and Mary","Folk","Download","The Very Best of Peter, Paul and Mary.jpg",1779
1270,"Peter, Paul & Mary","See What Tomorrow Brings","Folk","Download","PeterPaulMary_See What Tomorrow Brings.jpg",1778
1271,"Bob Dylan","Time They Are A-Changin","Folk","Vinyl","The Times Are A Changin.jpg",1025
1272,"Bob Dylan","Slow Train Coming [Remastered]","Folk","CD","Slow Train Coming.jpg",1026
1273,"Bob Dylan","Planet Waves","Folk","Vinyl","Planet Waves.jpg",1027
1274,"Bob Dylan","Time Out Of Mind","Folk","CD","Time Out Of Mind.jpg",1024
1275,"Bob Dylan","World Gone Wrong","Folk","CD","World Gone Wrong.jpg",1023
1276,"Bob Dylan","Love And Theft","Folk","CD","Love and Theft.jpg",1022
1277,"Bob Dylan","Nashville Skyline","Folk","Vinyl","Nashville Skyline.jpg",1021
1278,"Bob Dylan","Modern Times","Folk","Download","Bob_Dylan Modern Times.jpg",1019
1279,"Bob Dylan","Bob Dylan","Folk","Vinyl","BobDylan Bob Dylan.jpg",1020
1280,"Miles Davis John Coltrane","Miles Davis & John Coltrane Final Tour","Jazz","Vinyl","Miles Davis & John Coltrane Final Tour.jpg",2153
1281,"Led Zeppelin","Houses of the Holy","Rock","Vinyl","Led_Zeppelin Houses_of_the_Holy.jpg",1614
1282,"Sir Douglas Quintet","Doug Sahm Live Austin TX","TexMex","Vinyl","Doug Sahm Live Austin TX.jpg",1615
1283,"The Who","The Who At Filllmore East 1968","Rock","Vinyl","TheWho_at_FillmoreEast 1968.jpeg",2155
